AreaName,PremisDescription,Total
77th Street,SINGLE FAMILY DWELLING,5635
77th Street,STREET,3659
77th Street,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1633
77th Street,SIDEWALK,785
77th Street,"VEHICLE, PASSENGER/TRUCK",577
77th Street,PARKING LOT,509
77th Street,OTHER BUSINESS,327
77th Street,DRIVEWAY,222
77th Street,ALLEY,171
77th Street,YARD (RESIDENTIAL/BUSINESS),117
77th Street,MOTEL,115
77th Street,RESTAURANT/FAST FOOD,98
77th Street,GAS STATION,89
77th Street,LAUNDROMAT,89
77th Street,MINI-MART,79
77th Street,MARKET,78
77th Street,TRANSITIONAL HOUSING/HALFWAY HOUSE,75
77th Street,POLICE FACILITY,75
77th Street,LIQUOR STORE,68
77th Street,ELEMENTARY SCHOOL,68
77th Street,MTA BUS,68
77th Street,GARAGE/CARPORT,60
77th Street,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),51
77th Street,CLOTHING STORE,49
77th Street,AUTO REPAIR SHOP,45
77th Street,HIGH SCHOOL,43
77th Street,BUS STOP,42
77th Street,PARK/PLAYGROUND,42
77th Street,"PORCH, RESIDENTIAL",39
77th Street,GROUP HOME,37
77th Street,OTHER RESIDENCE,35
77th Street,JUNIOR HIGH SCHOOL,32
77th Street,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",27
77th Street,MISSIONS/SHELTERS,25
77th Street,HOTEL,25
77th Street,CELL PHONE STORE,24
77th Street,CAR WASH,21
77th Street,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",21
77th Street,OTHER PREMISE,19
77th Street,DRUG STORE,18
77th Street,AUTOMATED TELLER MACHINE (ATM),16
77th Street,CONSTRUCTION SITE,15
77th Street,NULL,15
77th Street,DEPARTMENT STORE,13
77th Street,OTHER STORE,13
77th Street,DETENTION/JAIL FACILITY,12
77th Street,NURSING/CONVALESCENT/RETIREMENT HOME,12
77th Street,BEAUTY/BARBER SHOP,12
77th Street,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,11
77th Street,SWAP MEET,11
77th Street,BANK,10
77th Street,MEDICAL/DENTAL OFFICES,10
77th Street,CHECK CASHING*,9
77th Street,SPECIALTY SCHOOL/OTHER,9
77th Street,WAREHOUSE,8
77th Street,MAIL BOX,8
77th Street,OTHER/OUTSIDE,8
77th Street,MEDICAL MARIJUANA FACILITIES/BUSINESSES,8
77th Street,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",8
77th Street,ABANDONED BUILDING ABANDONED HOUSE,7
77th Street,TOW YARD*,7
77th Street,SHOPPING MALL (COMMON AREA),7
77th Street,DRIVE THRU*,6
77th Street,RECYCLING CENTER,6
77th Street,OFFICE BUILDING/OFFICE,6
77th Street,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,6
77th Street,NAIL SALON,6
77th Street,HARDWARE/BUILDING SUPPLY,5
77th Street,PARKING UNDERGROUND/BUILDING,5
77th Street,BUS-CHARTER/PRIVATE,5
77th Street,PATIO*,5
77th Street,FURNITURE STORE,5
77th Street,FREEWAY,5
77th Street,LIBRARY,5
77th Street,DAY CARE/CHILDREN*,5
77th Street,BEAUTY SUPPLY STORE,5
77th Street,PUBLIC STORAGE,4
77th Street,TRAIN TRACKS,4
77th Street,PRIVATE SCHOOL/PRESCHOOL,4
77th Street,STORAGE SHED,4
77th Street,POST OFFICE,4
77th Street,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",4
77th Street,TOBACCO SHOP,4
77th Street,JEWELRY STORE,4
77th Street,AUTO SALES LOT,3
77th Street,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",3
77th Street,CONDOMINIUM/TOWNHOUSE,3
77th Street,CYBERSPACE,3
77th Street,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",3
77th Street,TRANSIENT ENCAMPMENT,3
77th Street,POOL-PUBLIC/OUTDOOR OR INDOOR*,3
77th Street,VACANT LOT,2
77th Street,PROJECT/TENEMENT/PUBLIC HOUSING,2
77th Street,HOSPITAL,2
77th Street,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,2
77th Street,SYNAGOGUE/TEMPLE,2
77th Street,FIRE STATION,2
77th Street,APARTMENT/CONDO COMMON LAUNDRY ROOM,2
77th Street,STAIRWELL*,2
77th Street,MTA PROPERTY OR PARKING LOT,2
77th Street,AUTO SUPPLY STORE*,2
77th Street,"BUS, SCHOOL, CHURCH",2
77th Street,ENTERTAINMENT/COMEDY CLUB (OTHER),1
77th Street,TV/RADIO/APPLIANCE,1
77th Street,HOCKEY RINK/ICE HOCKEY,1
77th Street,TRANSPORTATION FACILITY (AIRPORT),1
77th Street,HEALTH SPA/GYM,1
77th Street,PHARMACY INSIDE STORE OR SUPERMARKET*,1
77th Street,BUS STOP/LAYOVER (ALSO QUERY 124),1
77th Street,TAXI,1
77th Street,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",1
77th Street,FACTORY,1
77th Street,WEBSITE,1
77th Street,"TRAIN DEPOT/TERMINAL, OTHER THAN MTA",1
77th Street,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,1
77th Street,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",1
77th Street,BAR/COCKTAIL/NIGHTCLUB,1
77th Street,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",1
77th Street,"BUS DEPOT/TERMINAL, OTHER THAN MTA",1
77th Street,BOOK STORE,1
77th Street,VIDEO RENTAL STORE,1
77th Street,MANUFACTURING COMPANY,1
77th Street,OIL REFINERY,1
Central,STREET,2908
Central,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",2619
Central,SIDEWALK,1977
Central,PARKING LOT,1416
Central,OTHER BUSINESS,822
Central,"VEHICLE, PASSENGER/TRUCK",745
Central,LA UNION STATION (NOT LINE SPECIFIC),471
Central,PARKING UNDERGROUND/BUILDING,372
Central,HOTEL,366
Central,RESTAURANT/FAST FOOD,231
Central,OTHER PREMISE,216
Central,DEPARTMENT STORE,214
Central,GARAGE/CARPORT,209
Central,SINGLE FAMILY DWELLING,199
Central,OTHER STORE,173
Central,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",167
Central,OFFICE BUILDING/OFFICE,152
Central,CLOTHING STORE,152
Central,PARK/PLAYGROUND,143
Central,MTA - RED LINE - 7TH AND METRO CENTER,140
Central,OTHER/OUTSIDE,128
Central,MTA BUS,123
Central,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,122
Central,ALLEY,108
Central,BANK,95
Central,POLICE FACILITY,95
Central,NIGHT CLUB (OPEN EVENINGS ONLY),94
Central,MISSIONS/SHELTERS,92
Central,MTA - RED LINE - PERSHING SQUARE,90
Central,MARKET,86
Central,AUTOMATED TELLER MACHINE (ATM),86
Central,BAR/COCKTAIL/NIGHTCLUB,86
Central,7TH AND METRO CENTER (NOT LINE SPECIFIC),85
Central,MTA - RED LINE - UNION STATION,79
Central,OTHER RESIDENCE,68
Central,DRUG STORE,66
Central,MINI-MART,66
Central,HEALTH SPA/GYM,63
Central,BUS STOP,62
Central,HOSPITAL,61
Central,LIBRARY,60
Central,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",55
Central,STORAGE SHED,53
Central,STAPLES CENTER *,52
Central,JEWELRY STORE,50
Central,DETENTION/JAIL FACILITY,48
Central,SHOPPING MALL (COMMON AREA),46
Central,CONSTRUCTION SITE,46
Central,GAS STATION,45
Central,WAREHOUSE,44
Central,CONVENTION CENTER,42
Central,HIGH-RISE BUILDING,41
Central,BAR/SPORTS BAR (OPEN DAY & NIGHT),36
Central,CONDOMINIUM/TOWNHOUSE,36
Central,MTA - BLUE LINE - GRAND/LATTC,32
Central,MTA PROPERTY OR PARKING LOT,29
Central,MTA - RED LINE - CIVIC CENTER/GRAND PARK,28
Central,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),26
Central,MTA - GOLD LINE - UNION STATION,24
Central,DRIVEWAY,24
Central,THEATRE/MOVIE,23
Central,MTA - BLUE LINE - PICO,23
Central,YARD (RESIDENTIAL/BUSINESS),20
Central,MTA - BLUE LINE - 7TH AND METRO CENTER,20
Central,WEBSITE,18
Central,CYBERSPACE,17
Central,MAIL BOX,16
Central,PUBLIC STORAGE,16
Central,LIQUOR STORE,15
Central,ABANDONED BUILDING ABANDONED HOUSE,14
Central,SPORTS ARENA,13
Central,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,13
Central,PATIO*,13
Central,MTA - GOLD LINE - CHINATOWN,12
Central,MTA - EXPO LINE - 7TH AND METRO CENTER,12
Central,CELL PHONE STORE,12
Central,ELEVATOR,11
Central,HIGH SCHOOL,11
Central,MEDICAL/DENTAL OFFICES,11
Central,BALCONY*,11
Central,STAIRWELL*,10
Central,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",9
Central,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",9
Central,MOTEL,9
Central,NURSERY/FLOWER SHOP,9
Central,TOBACCO SHOP,9
Central,SPECIALTY SCHOOL/OTHER,9
Central,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,8
Central,FREEWAY,8
Central,BEAUTY/BARBER SHOP,8
Central,FIRE STATION,8
Central,MTA - EXPO LINE - PICO,8
Central,UNDERPASS/BRIDGE*,8
Central,"SPORTS VENUE, OTHER",8
Central,NULL,8
Central,AUTO REPAIR SHOP,7
Central,PROJECT/TENEMENT/PUBLIC HOUSING,7
Central,VALET,7
Central,CULTURAL SIGNIFICANCE/MONUMENT,7
Central,MUSEUM,7
Central,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),7
Central,PUBLIC RESTROOM/OUTSIDE*,6
Central,MTA - PURPLE LINE - PERSHING SQUARE,6
Central,POST OFFICE,6
Central,MTA - PURPLE LINE - 7TH AND METRO CENTER,6
Central,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",6
Central,METROLINK TRAIN,6
Central,TAXI,6
Central,PUBLIC RESTROOM(INDOORS-INSIDE),6
Central,"PORCH, RESIDENTIAL",6
Central,BEAUTY SUPPLY STORE,6
Central,"TRAIN DEPOT/TERMINAL, OTHER THAN MTA",5
Central,MTA - BLUE LINE - WASHINGTON,5
Central,TUNNEL,5
Central,TRANSPORTATION FACILITY (AIRPORT),5
Central,TRANSIENT ENCAMPMENT,5
Central,PHARMACY INSIDE STORE OR SUPERMARKET*,5
Central,MTA - PURPLE LINE - UNION STATION,5
Central,NAIL SALON,5
Central,FRAT HOUSE/SORORITY/DORMITORY,4
Central,TRANSITIONAL HOUSING/HALFWAY HOUSE,4
Central,MEDICAL MARIJUANA FACILITIES/BUSINESSES,4
Central,ELEMENTARY SCHOOL,4
Central,AMTRAK TRAIN,4
Central,"BUS DEPOT/TERMINAL, OTHER THAN MTA",3
Central,SWAP MEET,3
Central,POOL-PUBLIC/OUTDOOR OR INDOOR*,3
Central,BUS-CHARTER/PRIVATE,3
Central,MTA - SILVER LINE - UNION STATION,3
Central,CLEANER/LAUNDROMAT,3
Central,SEX ORIENTED/BOOK STORE/STRIP CLUB/GENTLEMAN'S CLUB,3
Central,SYNAGOGUE/TEMPLE,3
Central,PRIVATE SCHOOL/PRESCHOOL,3
Central,OPTICAL OFFICE INSIDE STORE OR SUPERMARKET*,3
Central,JUNIOR HIGH SCHOOL,2
Central,VACANT LOT,2
Central,FACTORY,2
Central,RETIRED (DUPLICATE) DO NOT USE THIS CODE,2
Central,FINANCE COMPANY,2
Central,HOCKEY RINK/ICE HOCKEY,2
Central,BUS STOP/LAYOVER (ALSO QUERY 124),2
Central,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,2
Central,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,2
Central,TV/RADIO/APPLIANCE,2
Central,CHECK CASHING*,2
Central,LAUNDROMAT,2
Central,ENTERTAINMENT/COMEDY CLUB (OTHER),2
Central,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",2
Central,"ARCADE,GAME ROOM/VIDEO GAMES (EXAMPLE CHUCKIE CHEESE)*",2
Central,FURNITURE STORE,2
Central,BOOK STORE,2
Central,MTA - EXPO LINE - EXPO/VERMONT,1
Central,ENERGY PLANT/FACILITY,1
Central,"OTHER INTERSTATE, CHARTER BUS",1
Central,RECORD-CD MUSIC/COMPUTER GAME STORE,1
Central,OTHER PLACE OF WORSHIP,1
Central,"OTHER RR TRAIN (UNION PAC, SANTE FE ETC",1
Central,GREYHOUND OR INTERSTATE BUS,1
Central,"TRAIN, OTHER THAN MTA (ALSO QUERY 809/810/811)",1
Central,PAWN SHOP,1
Central,TOW YARD*,1
Central,APARTMENT/CONDO COMMON LAUNDRY ROOM,1
Central,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",1
Central,BEACH,1
Central,AMUSEMENT PARK*,1
Central,COMPUTER SERVICES/REPAIRS/SALES,1
Central,HORSE RACING/SANTA ANITA PARK*,1
Central,NURSING/CONVALESCENT/RETIREMENT HOME,1
Central,DAY CARE/CHILDREN*,1
Central,GROUP HOME,1
Central,DRIVE THRU*,1
Central,ABATEMENT LOCATION,1
Central,PEDESTRIAN OVERCROSSING,1
Central,TRASH CAN/TRASH DUMPSTER,1
Central,DODGER STADIUM,1
Central,TATTOO PARLOR*,1
Central,TELECOMMUNICATION FACILITY/LOCATION,1
Central,TRAIN TRACKS,1
Central,MTA - BLUE LINE - SAN PEDRO,1
Central,MTA - EXPO LINE - LATTC/ORTHO INSTITUTE,1
Central,BOWLING ALLEY*,1
Central,GUN/SPORTING GOODS,1
Central,COLISEUM,1
Devonshire,SINGLE FAMILY DWELLING,3000
Devonshire,STREET,1206
Devonshire,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1054
Devonshire,PARKING LOT,741
Devonshire,OTHER BUSINESS,431
Devonshire,DEPARTMENT STORE,311
Devonshire,DRIVEWAY,251
Devonshire,SIDEWALK,179
Devonshire,RESTAURANT/FAST FOOD,178
Devonshire,GARAGE/CARPORT,115
Devonshire,MARKET,113
Devonshire,PUBLIC STORAGE,109
Devonshire,BANK,107
Devonshire,OTHER PREMISE,100
Devonshire,"VEHICLE, PASSENGER/TRUCK",97
Devonshire,YARD (RESIDENTIAL/BUSINESS),94
Devonshire,OTHER RESIDENCE,91
Devonshire,OTHER STORE,74
Devonshire,GAS STATION,68
Devonshire,HEALTH SPA/GYM,59
Devonshire,ALLEY,59
Devonshire,PARK/PLAYGROUND,57
Devonshire,HIGH SCHOOL,57
Devonshire,CONDOMINIUM/TOWNHOUSE,53
Devonshire,"PORCH, RESIDENTIAL",50
Devonshire,AUTOMATED TELLER MACHINE (ATM),47
Devonshire,DRUG STORE,46
Devonshire,OTHER/OUTSIDE,45
Devonshire,PARKING UNDERGROUND/BUILDING,42
Devonshire,GROUP HOME,41
Devonshire,JUNIOR HIGH SCHOOL,38
Devonshire,MINI-MART,38
Devonshire,OFFICE BUILDING/OFFICE,36
Devonshire,CONSTRUCTION SITE,33
Devonshire,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),32
Devonshire,ELEMENTARY SCHOOL,30
Devonshire,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",27
Devonshire,WAREHOUSE,24
Devonshire,SHOPPING MALL (COMMON AREA),23
Devonshire,CLOTHING STORE,21
Devonshire,HOTEL,20
Devonshire,MAIL BOX,19
Devonshire,STORAGE SHED,18
Devonshire,WEBSITE,18
Devonshire,LIQUOR STORE,17
Devonshire,ABANDONED BUILDING ABANDONED HOUSE,17
Devonshire,CELL PHONE STORE,16
Devonshire,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",15
Devonshire,POLICE FACILITY,15
Devonshire,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",15
Devonshire,PRIVATE SCHOOL/PRESCHOOL,15
Devonshire,MEDICAL/DENTAL OFFICES,15
Devonshire,NURSING/CONVALESCENT/RETIREMENT HOME,13
Devonshire,BAR/COCKTAIL/NIGHTCLUB,13
Devonshire,AUTO REPAIR SHOP,12
Devonshire,MISSIONS/SHELTERS,12
Devonshire,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,12
Devonshire,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",11
Devonshire,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",11
Devonshire,NULL,11
Devonshire,GUN/SPORTING GOODS,10
Devonshire,BUS STOP,10
Devonshire,BEAUTY/BARBER SHOP,10
Devonshire,MOTEL,10
Devonshire,CYBERSPACE,10
Devonshire,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",9
Devonshire,CAR WASH,9
Devonshire,TOBACCO SHOP,8
Devonshire,TRANSITIONAL HOUSING/HALFWAY HOUSE,7
Devonshire,CLEANER/LAUNDROMAT,7
Devonshire,MTA - ORANGE LINE - CHATSWORTH,6
Devonshire,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",6
Devonshire,HOSPITAL,6
Devonshire,MTA BUS,6
Devonshire,LIBRARY,6
Devonshire,MANUFACTURING COMPANY,6
Devonshire,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,5
Devonshire,MEDICAL MARIJUANA FACILITIES/BUSINESSES,5
Devonshire,THEATRE/MOVIE,5
Devonshire,POST OFFICE,5
Devonshire,BAR/SPORTS BAR (OPEN DAY & NIGHT),5
Devonshire,LAUNDROMAT,5
Devonshire,PET STORE,5
Devonshire,SPECIALTY SCHOOL/OTHER,5
Devonshire,BEAUTY SUPPLY STORE,5
Devonshire,HARDWARE/BUILDING SUPPLY,4
Devonshire,FREEWAY,4
Devonshire,MASSAGE PARLOR,4
Devonshire,VACANT LOT,4
Devonshire,SYNAGOGUE/TEMPLE,4
Devonshire,FINANCE COMPANY,4
Devonshire,AUTO SALES LOT,4
Devonshire,PATIO*,4
Devonshire,CREDIT UNION,4
Devonshire,PHARMACY INSIDE STORE OR SUPERMARKET*,4
Devonshire,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",3
Devonshire,GOLF COURSE*,3
Devonshire,APARTMENT/CONDO COMMON LAUNDRY ROOM,3
Devonshire,BUS-CHARTER/PRIVATE,3
Devonshire,NURSERY/FLOWER SHOP,3
Devonshire,BALCONY*,3
Devonshire,TRAIN TRACKS,3
Devonshire,ENERGY PLANT/FACILITY,3
Devonshire,NAIL SALON,3
Devonshire,EQUIPMENT RENTAL,2
Devonshire,CHECK CASHING*,2
Devonshire,MTA - ORANGE LINE - NORDHOFF,2
Devonshire,TV/RADIO/APPLIANCE,2
Devonshire,METROLINK TRAIN,2
Devonshire,AUTO SUPPLY STORE*,2
Devonshire,TRANSIENT ENCAMPMENT,2
Devonshire,"SPORTS VENUE, OTHER",2
Devonshire,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),2
Devonshire,HIGH-RISE BUILDING,2
Devonshire,FIRE STATION,2
Devonshire,TOW YARD*,2
Devonshire,BUS STOP/LAYOVER (ALSO QUERY 124),1
Devonshire,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,1
Devonshire,NIGHT CLUB (OPEN EVENINGS ONLY),1
Devonshire,DETENTION/JAIL FACILITY,1
Devonshire,RECORD-CD MUSIC/COMPUTER GAME STORE,1
Devonshire,SPORTS ARENA,1
Devonshire,DRIVE THRU*,1
Devonshire,DAM/RESERVOIR,1
Devonshire,TAXI,1
Devonshire,MTA PROPERTY OR PARKING LOT,1
Devonshire,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,1
Devonshire,FRAT HOUSE/SORORITY/DORMITORY,1
Devonshire,BANK DROP BOX/MONEY DROP-OUTSIDE OF BANK*,1
Devonshire,TOOL SHED*,1
Devonshire,"ARCADE,GAME ROOM/VIDEO GAMES (EXAMPLE CHUCKIE CHEESE)*",1
Devonshire,BEACH,1
Devonshire,MASS GATHERING LOCATION,1
Devonshire,PUBLIC RESTROOM/OUTSIDE*,1
Devonshire,VALET,1
Devonshire,BOWLING ALLEY*,1
Devonshire,TATTOO PARLOR*,1
Devonshire,"OTHER INTERSTATE, CHARTER BUS",1
Devonshire,VETERINARIAN/ANIMAL HOSPITAL,1
Devonshire,OTHER PLACE OF WORSHIP,1
Devonshire,MUSEUM,1
Devonshire,OPTICAL OFFICE INSIDE STORE OR SUPERMARKET*,1
Devonshire,"OTHER RR TRAIN (UNION PAC, SANTE FE ETC",1
Devonshire,"BUS DEPOT/TERMINAL, OTHER THAN MTA",1
Devonshire,WATER FACILITY,1
Devonshire,ELEVATOR,1
Devonshire,PUBLIC RESTROOM(INDOORS-INSIDE),1
Devonshire,"TRUCK, COMMERICAL",1
Devonshire,FACTORY,1
Devonshire,MOSQUE*,1
Devonshire,TELECOMMUNICATION FACILITY/LOCATION,1
Devonshire,SHORT-TERM VACATION RENTAL,1
Devonshire,STAIRWELL*,1
Devonshire,DAY CARE/ADULTS*,1
Devonshire,RIVER BED*,1
Foothill,SINGLE FAMILY DWELLING,2857
Foothill,STREET,1378
Foothill,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",649
Foothill,PARKING LOT,462
Foothill,"VEHICLE, PASSENGER/TRUCK",424
Foothill,OTHER BUSINESS,406
Foothill,SIDEWALK,212
Foothill,DRIVEWAY,134
Foothill,PARK/PLAYGROUND,119
Foothill,RESTAURANT/FAST FOOD,102
Foothill,OTHER PREMISE,98
Foothill,BANK,95
Foothill,AUTOMATED TELLER MACHINE (ATM),86
Foothill,PUBLIC STORAGE,86
Foothill,MARKET,81
Foothill,YARD (RESIDENTIAL/BUSINESS),73
Foothill,JUNIOR HIGH SCHOOL,67
Foothill,DEPARTMENT STORE,62
Foothill,GAS STATION,46
Foothill,GARAGE/CARPORT,46
Foothill,HIGH SCHOOL,45
Foothill,MINI-MART,43
Foothill,OTHER STORE,42
Foothill,LIQUOR STORE,41
Foothill,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",35
Foothill,OTHER RESIDENCE,33
Foothill,"PORCH, RESIDENTIAL",30
Foothill,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,30
Foothill,WAREHOUSE,28
Foothill,ELEMENTARY SCHOOL,26
Foothill,OTHER/OUTSIDE,26
Foothill,ALLEY,22
Foothill,NURSING/CONVALESCENT/RETIREMENT HOME,21
Foothill,DRUG STORE,21
Foothill,CELL PHONE STORE,19
Foothill,POLICE FACILITY,19
Foothill,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",18
Foothill,AUTO REPAIR SHOP,18
Foothill,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",17
Foothill,CONDOMINIUM/TOWNHOUSE,17
Foothill,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),15
Foothill,OFFICE BUILDING/OFFICE,14
Foothill,SPECIALTY SCHOOL/OTHER,14
Foothill,MOTEL,13
Foothill,PROJECT/TENEMENT/PUBLIC HOUSING,13
Foothill,ABANDONED BUILDING ABANDONED HOUSE,13
Foothill,AUTO SUPPLY STORE*,12
Foothill,MISSIONS/SHELTERS,12
Foothill,CONSTRUCTION SITE,12
Foothill,CAR WASH,11
Foothill,MEDICAL/DENTAL OFFICES,11
Foothill,FREEWAY,10
Foothill,HOTEL,10
Foothill,MTA BUS,10
Foothill,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",10
Foothill,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",9
Foothill,PARKING UNDERGROUND/BUILDING,9
Foothill,TOW YARD*,8
Foothill,BUS STOP,8
Foothill,HARDWARE/BUILDING SUPPLY,7
Foothill,CYBERSPACE,7
Foothill,HOSPITAL,7
Foothill,HEALTH SPA/GYM,7
Foothill,STORAGE SHED,7
Foothill,LAUNDROMAT,6
Foothill,NULL,6
Foothill,"BUS, SCHOOL, CHURCH",6
Foothill,AUTO SALES LOT,5
Foothill,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",5
Foothill,PATIO*,5
Foothill,LIBRARY,5
Foothill,VACANT LOT,5
Foothill,WEBSITE,5
Foothill,TRANSPORTATION FACILITY (AIRPORT),5
Foothill,CLOTHING STORE,5
Foothill,TOBACCO SHOP,5
Foothill,BAR/SPORTS BAR (OPEN DAY & NIGHT),4
Foothill,PHARMACY INSIDE STORE OR SUPERMARKET*,4
Foothill,MAIL BOX,4
Foothill,SHOPPING MALL (COMMON AREA),4
Foothill,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",4
Foothill,TRANSITIONAL HOUSING/HALFWAY HOUSE,4
Foothill,FIRE STATION,4
Foothill,RECYCLING CENTER,4
Foothill,MEDICAL MARIJUANA FACILITIES/BUSINESSES,4
Foothill,CLEANER/LAUNDROMAT,3
Foothill,PRIVATE SCHOOL/PRESCHOOL,3
Foothill,TV/RADIO/APPLIANCE,3
Foothill,TRANSIENT ENCAMPMENT,3
Foothill,JEWELRY STORE,3
Foothill,GROUP HOME,3
Foothill,GOLF COURSE*,3
Foothill,DAY CARE/ADULTS*,2
Foothill,PET STORE,2
Foothill,SAVINGS & LOAN,2
Foothill,SKATEBOARD FACILITY/SKATEBOARD PARK*,2
Foothill,DRIVE THRU BANKING (WINDOW)*,2
Foothill,BEAUTY/BARBER SHOP,2
Foothill,NURSERY/FLOWER SHOP,2
Foothill,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",2
Foothill,NAIL SALON,2
Foothill,CHECK CASHING*,1
Foothill,BOOK STORE,1
Foothill,ABATEMENT LOCATION,1
Foothill,NIGHT CLUB (OPEN EVENINGS ONLY),1
Foothill,BAR/COCKTAIL/NIGHTCLUB,1
Foothill,AMUSEMENT PARK*,1
Foothill,EQUIPMENT RENTAL,1
Foothill,UNDERPASS/BRIDGE*,1
Foothill,METROLINK TRAIN,1
Foothill,"TRAIN, OTHER THAN MTA (ALSO QUERY 809/810/811)",1
Foothill,CREDIT UNION,1
Foothill,BUS-CHARTER/PRIVATE,1
Foothill,GREYHOUND OR INTERSTATE BUS,1
Foothill,POOL-PUBLIC/OUTDOOR OR INDOOR*,1
Foothill,BALCONY*,1
Foothill,HOSPICE,1
Foothill,WATER FACILITY,1
Foothill,DAM/RESERVOIR,1
Foothill,PUBLIC RESTROOM/OUTSIDE*,1
Foothill,TOOL SHED*,1
Foothill,APARTMENT/CONDO COMMON LAUNDRY ROOM,1
Foothill,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,1
Foothill,GUN/SPORTING GOODS,1
Foothill,SYNAGOGUE/TEMPLE,1
Foothill,BEAUTY SUPPLY STORE,1
Foothill,POST OFFICE,1
Foothill,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,1
Foothill,TELECOMMUNICATION FACILITY/LOCATION,1
Harbor,SINGLE FAMILY DWELLING,2050
Harbor,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1569
Harbor,STREET,1422
Harbor,PARKING LOT,639
Harbor,"VEHICLE, PASSENGER/TRUCK",503
Harbor,OTHER BUSINESS,488
Harbor,SIDEWALK,287
Harbor,RESTAURANT/FAST FOOD,152
Harbor,GARAGE/CARPORT,138
Harbor,ALLEY,135
Harbor,DRIVEWAY,124
